Business Name,City,County,Phone,Address,Business Type,Source
NATOMAS FAMILY GOLF CENTER,SACRAMENTO,Sacramento,,3060 EL CENTRO RD,Food Service,ABC License Data
NATOMAS FOOD & LIQUOR,SACRAMENTO,Sacramento,,4000 E COMMERCE WAY,Food Service,ABC License Data
NATOMAS LIQUOR & DELI,SACRAMENTO,Sacramento,,3291 TRUXEL RD,Food Service,ABC License Data
NATOMAS WINE AND SPIRITS,SACRAMENTO,Sacramento,,1620 W EL CAMINO AVE,Food Service,ABC License Data
NENAS MEXICAN RESTAURANT INC,SACRAMENTO,Sacramento,,232 JIBBOOM ST,Mexican Restaurant,ABC License Data
NEW ARCADE MARKET,SACRAMENTO,Sacramento,,3173 MARYSVILLE BLVD,Food Service,ABC License Data
NEW ASIA SUPERMARKET,SACRAMENTO,Sacramento,,6418 STOCKTON BLVD,Food Service,ABC License Data
NEW ASIAN N CAJUN 2,FAIR OAKS,Sacramento,,8121 GREENBACK LN,Asian Restaurant,ABC License Data
NEW CHINA RESTAURANT,SACRAMENTO,Sacramento,,6363 RIVERSIDE BLVD,Restaurant,ABC License Data
NEW CHINA STATION RESTAURANT,SACRAMENTO,Sacramento,,8136 GERBER RD,Restaurant,ABC License Data
NEW KATHMANDU KITCHEN,SACRAMENTO,Sacramento,,3672 J ST,Food Service,ABC License Data
NEW OSAKA JAPANESE CUISINE LLC,SACRAMENTO,Sacramento,,8785 CENTER PKWY,Food Service,ABC License Data
NEW SEOULZIP KOREAN RESTAURANT,RANCHO CORDOVA,Sacramento,,2827-2829 ZINFANDEL DR,Restaurant,ABC License Data
NEW STATION RESTAURANT,SACRAMENTO,Sacramento,,1800 BROADWAY,Restaurant,ABC License Data
NICK'S MARKET,SACRAMENTO,Sacramento,,1700 V ST,Food Service,ABC License Data
NIXTACO / BAWK!,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Mexican Restaurant,ABC License Data
NIXTACO FOLSOM,FOLSOM,Sacramento,,185 PLACERVILLE RD,Mexican Restaurant,ABC License Data
NOOK BISTRO AND WINE BAR,SACRAMENTO,Sacramento,,3610 MCKINLEY BLVD,Bar,ABC License Data
NOROC RESTAURANT,CARMICHAEL,Sacramento,,4715 MANZANITA AVE,Restaurant,ABC License Data
NORSE LEGEND MEAD @ SUNRISE MALL FARMERS MARKET,CITRUS HEIGHTS,Sacramento,,6041 SUNRISE BLVD,Food Service,ABC License Data
NORSE LEGEND MEAD@ HISTORIC FOLSOM FARMERS MARKET,FOLSOM,Sacramento,,915 SUTTER ST,Food Service,ABC License Data
NORTH RIDGE COUNTRY CLUB,FAIR OAKS,Sacramento,,7600 S MARIPOSA RD,Food Service,ABC License Data
NORTHGATE FOOD & LIQUOR,SACRAMENTO,Sacramento,,3016 NORTHGATE BLVD,Food Service,ABC License Data
NU WAY MARKET,RIO LINDA,Sacramento,,6800 FRONT ST,Food Service,ABC License Data
O CAFE,FAIR OAKS,Sacramento,,10131 FAIR OAKS BLVD,Restaurant,ABC License Data
O'CONNOR'S WOODFIRE GRILL & BAR,ORANGEVALE,Sacramento,,9267 GREENBACK LN,Bar,ABC License Data
O'MALLY'S PUB,SACRAMENTO,Sacramento,,1109 2ND ST,Food Service,ABC License Data
OAK LIQUOR & CRAFT,FAIR OAKS,Sacramento,,6725 WINDING WAY,Food Service,ABC License Data
OAK PARK BARDEGA,SACRAMENTO,Sacramento,,3326 BROADWAY,Bar,ABC License Data
OAK PARK MARKET,SACRAMENTO,Sacramento,,3300 12TH AVE,Food Service,ABC License Data
OAK WINE AND SPIRITS,FOLSOM,Sacramento,,9580 OAK AVE PKWY,Food Service,ABC License Data
OCEAN SUSHI,SACRAMENTO,Sacramento,,7485 RUSH RIVER DR,Food Service,ABC License Data
OHGANE KOREAN BBQ,RANCHO CORDOVA,Sacramento,,2839 ZINFANDEL DR,Food Service,ABC License Data
OHRI'S GAS AND MINI MART,ORANGEVALE,Sacramento,,9401 MADISON AVE,Food Service,ABC License Data
OISHII SUSHI & HEARTBEAT KTV,SACRAMENTO,Sacramento,,1000 K ST,Food Service,ABC License Data
OLD TAVERN,SACRAMENTO,Sacramento,,1510 20TH ST,Bar,ABC License Data
OLD TAVERN DISTILLERY LLC,SACRAMENTO,Sacramento,,3443 RAMONA AVE,Bar,ABC License Data
OLD TOWN LIQUOR,ELK GROVE,Sacramento,,9655 ELK GROVE FLORIN RD,Food Service,ABC License Data
OLD TOWN PIZZA & TAP HOUSE,ELK GROVE,Sacramento,,9677 ELK GROVE FLORIN RD,Food Service,ABC License Data
ONE SPEED PIZZA,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Food Service,ABC License Data
ONE STOP FOOD AND LIQUOR,ORANGEVALE,Sacramento,,8700 GREENBACK LN,Food Service,ABC License Data
ONE STOP MARKET,SACRAMENTO,Sacramento,,5960 24TH ST,Food Service,ABC License Data
ORBIT GAS & MINI MART,ORANGEVALE,Sacramento,,8994 GREENBACK LN,Food Service,ABC License Data
ORCHID THAI,SACRAMENTO,Sacramento,,1609 16TH ST,Asian Restaurant,ABC License Data
ORIGAMI ASIAN GRILL,SACRAMENTO,Sacramento,,4801 FOLSOM BLVD,Asian Restaurant,ABC License Data
ORIGINAL CHICAGO PIZZA & CURRY THE,SACRAMENTO,Sacramento,,3291 TRUXEL RD,Food Service,ABC License Data
ORIGINAL CHICAGO'S PIZZA & CURRY THE,ELK GROVE,Sacramento,,9308 ELK GROVE BLVD,Food Service,ABC License Data
ORNGEVALE FOOD AND LIQUOR,ORANGEVALE,Sacramento,,8940 GREENBACK LN,Food Service,ABC License Data
OSAKA SUSHI,SACRAMENTO,Sacramento,,1200 K ST,Food Service,ABC License Data
OSHIMA SUSHI CHINA BISTRO & BAR,SACRAMENTO,Sacramento,,2071 NATOMAS CROSSING DR,Bar,ABC License Data
OSPREY 1 LIQUOR AND FOOD,SACRAMENTO,Sacramento,,2538 COTTAGE WAY,Food Service,ABC License Data
OTORO SUSHI & SHABU,SACRAMENTO,Sacramento,,2127-31 J ST,Food Service,ABC License Data
OTOS MARKET PLACE,SACRAMENTO,Sacramento,,4990 FREEPORT BLVD,Food Service,ABC License Data
OUR MUSHROOM TAVERN,SACRAMENTO,Sacramento,,3637 SOUTHPORT DR,Bar,ABC License Data
OUT OF BOUNDS CRAFT KITCHEN AND BIERGARTEN,FOLSOM,Sacramento,,13407 FOLSOM BLVD,Food Service,ABC License Data
OZ KOREAN BBQ,ELK GROVE,Sacramento,,2605 W. TARON CT,Food Service,ABC License Data
OZ KOREAN BBQ,FOLSOM,Sacramento,,380 PALLADIO PKWY,Food Service,ABC License Data
OZ KOREAN BBQ RESTAURANT,SACRAMENTO,Sacramento,,3343 BRADSHAW RD,Restaurant,ABC License Data
P & A FOOD & LIQUOR,RANCHO CORDOVA,Sacramento,,10152 COLOMA RD,Food Service,ABC License Data
P & J GROCERY AND LIQUOR,SACRAMENTO,Sacramento,,4800 47TH AVE,Food Service,ABC License Data
PACIFIC MARKET,SACRAMENTO,Sacramento,,2500 P ST,Food Service,ABC License Data
PAL'S WINE & LIQUOR,SACRAMENTO,Sacramento,,7812 GERBER RD,Food Service,ABC License Data
PALM ST PUB & GRILL,CARMICHAEL,Sacramento,,6416 FAIR OAKS BLVD,Food Service,ABC License Data
PANCHITO MEXICAN RESTAURANT,CITRUS HEIGHTS,Sacramento,,7683 AUBURN BLVD,Mexican Restaurant,ABC License Data
PANGAEA CAFE,SACRAMENTO,Sacramento,,2743 FRANKLIN BLVD,Restaurant,ABC License Data
PAPAS & WINGS,GALT,Sacramento,,803-807 C ST,Food Service,ABC License Data
PARAGARYS BAR & OVEN,SACRAMENTO,Sacramento,,1401 28TH ST,Bar,ABC License Data
PARK & SAVE MARKET,SACRAMENTO,Sacramento,,3041 RIO LINDA BLVD,Food Service,ABC License Data
PARK TERRACE SWIMMING & TENNIS CLUB,SACRAMENTO,Sacramento,,5500 PARKFIELD CT,Food Service,ABC License Data
PATTAYA CAFE,NORTH HIGHLANDS,Sacramento,,5514 WATT AVE,Restaurant,ABC License Data
PATTY'S PIZZA SHACK,ELK GROVE,Sacramento,,8591 ELK GROVE BLVD,Food Service,ABC License Data
PAYLESS FOOD & LIQUOR,FAIR OAKS,Sacramento,,8102 MADISON AVE,Food Service,ABC License Data
PEACE MARKET,SACRAMENTO,Sacramento,,1801 O ST,Food Service,ABC License Data
PEARL HOUSE RESTAURANT,CITRUS HEIGHTS,Sacramento,,6053 GREENBACK LN,Restaurant,ABC License Data
PENNISIS DELI,SACRAMENTO,Sacramento,,1237 J ST,Food Service,ABC License Data
PEOPLE SUPERMARKET INC,SACRAMENTO,Sacramento,,7478 STOCKTON BLVD,Food Service,ABC License Data
PERLEGOS FAMILY WINE COMPANY,ELK GROVE,Sacramento,,9654 BRADSHAW RD,Food Service,ABC License Data
PETE'S RESTAURANT & BREWHOUSE,SACRAMENTO,Sacramento,,2100 ARDEN WAY,Restaurant,ABC License Data
PETER FRANUS WINE COMPANY,SACRAMENTO,Sacramento,,1650 9TH AVE,Food Service,ABC License Data
PHAT CHADS TAVERN,CITRUS HEIGHTS,Sacramento,,7951 AUBURN BLVD,Bar,ABC License Data
PHAYA THAI HALAL,SACRAMENTO,Sacramento,,4310 MARCONI AVE,Asian Restaurant,ABC License Data
PHO ABC INC,CITRUS HEIGHTS,Sacramento,,7811 GREENBACK LN,Food Service,ABC License Data
PHO ABC LLC,FOLSOM,Sacramento,,602 E BIDWELL ST,Food Service,ABC License Data
PHO BAC HOA VIET - BRADSHAW,SACRAMENTO,Sacramento,,3110 BRADSHAW RD,Food Service,ABC License Data
PHO BAC HOA VIET RESTAURANT,SACRAMENTO,Sacramento,,7600 GREENHAVEN DR,Restaurant,ABC License Data
PHO BASIL,ELK GROVE,Sacramento,,8457 ELK GROVE FLORIN RD,Food Service,ABC License Data
PHO BISTRO,ELK GROVE,Sacramento,,4805 LAGUNA BLVD,Food Service,ABC License Data
PHO BOLSA,SACRAMENTO,Sacramento,,5815 STOCKTON BLVD,Food Service,ABC License Data
PHO CITY VIETNAMESE CUISINE,SACRAMENTO,Sacramento,,6175 STOCKTON BLVD,Food Service,ABC License Data
PHO FRESH,RANCHO CORDOVA,Sacramento,,10673 COLOMA RD,Food Service,ABC License Data
PHO FRESH 2U,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Food Service,ABC License Data
PHO HOUSE,CARMICHAEL,Sacramento,,6436 FAIR OAKS BLVD,Food Service,ABC License Data
PHO SAIGON BAY,SACRAMENTO,Sacramento,,1537 HOWE AVE,Food Service,ABC License Data
PHO SOCIETY,FOLSOM,Sacramento,,25004 BLUE RAVINE RD,Food Service,ABC License Data
PHO TASTY,RANCHO CORDOVA,Sacramento,,2738 SUNRISE BLVD,Food Service,ABC License Data
PHO VIET,CITRUS HEIGHTS,Sacramento,,5948 AUBURN BLVD,Food Service,ABC License Data
PHO VIET 2,SACRAMENTO,Sacramento,,1589 W EL CAMINO AVE,Food Service,ABC License Data
PHO VUNG TAU BAY,SACRAMENTO,Sacramento,,5880 ANTELOPE RD,Food Service,ABC License Data
PHOLICIOUS,ELK GROVE,Sacramento,,9010 GRANT LINE RD,Food Service,ABC License Data
PIER 50 SUSHI,SACRAMENTO,Sacramento,,1735 ARDEN WAY,Food Service,ABC License Data
PINE COVE TAVERN,SACRAMENTO,Sacramento,,502 29TH ST,Bar,ABC License Data
PINEAPPLE RESTAURANT,ISLETON,Sacramento,,22 MAIN ST,Restaurant,ABC License Data
PIRATES LAIR CAFE,ISLETON,Sacramento,,169 W BRANNAN ISLAND RD,Restaurant,ABC License Data
PIZZA BELL,ELK GROVE,Sacramento,,8996 GRANT LINE RD,Food Service,ABC License Data
PIZZA CLUB,SACRAMENTO,Sacramento,,6427 MACK RD,Food Service,ABC License Data
PIZZA FACTORY,RIO VISTA,Sacramento,,201 MAIN ST,Food Service,ABC License Data
PIZZA SUPREME BEING,SACRAMENTO,Sacramento,,1425 14TH ST,Food Service,ABC License Data
PIZZA TWIST,ELK GROVE,Sacramento,,9630 BRUCEVILLE RD,Food Service,ABC License Data
PIZZA TWIST,FAIR OAKS,Sacramento,,5484 DEWEY DR,Food Service,ABC License Data
PIZZA TWIST,SACRAMENTO,Sacramento,,2915 K ST,Food Service,ABC License Data
PIZZA WITH SPICE,SACRAMENTO,Sacramento,,1915 COSUMNES RIVER BLVD,Food Service,ABC License Data
PIZZASAURUS REX,SACRAMENTO,Sacramento,,2322 K ST,Food Service,ABC License Data
PLAN B RESTAURANT,SACRAMENTO,Sacramento,,555 LA SIERRA DR,Restaurant,ABC License Data
PLANK CRAFT KITCHEN & BAR,FOLSOM,Sacramento,,608 SUTTER ST,Bar,ABC License Data
PLAYERS PUB,FAIR OAKS,Sacramento,,9729 FAIR OAKS BLVD,Food Service,ABC License Data
PLAYERS SPORTS PUB & GRILL,FAIR OAKS,Sacramento,,4060 SUNRISE BLVD,Food Service,ABC License Data
PLAZA FOODS SUPERMARKET,RANCHO MURIETA,Sacramento,,7248 MURIETA DR B1,Food Service,ABC License Data
POCKET CLUB,SACRAMENTO,Sacramento,,5043 FREEPORT BLVD,Food Service,ABC License Data
POKE FIX FISH BAR,SACRAMENTO,Sacramento,,3880 TRUXEL RD,Bar,ABC License Data
PONDEROSA CIDER CO@ MIDTOWN FARMERS MARKET,SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License Data
PORCH RESTAURANT & BAR THE,SACRAMENTO,Sacramento,,1815 K ST,Bar,ABC License Data
PRESS CLUB,SACRAMENTO,Sacramento,,1119 21ST ST,Food Service,ABC License Data
PRESTIGE LIQUOR,SACRAMENTO,Sacramento,,1050 HOWE AVE,Food Service,ABC License Data
PRESTO FOOD & LIQUOR,SACRAMENTO,Sacramento,,6625 VALLEY HI DR,Food Service,ABC License Data
PRICE CUTTER MARKET,SACRAMENTO,Sacramento,,3033 HURLEY WAY,Food Service,ABC License Data
PRIME MARKET,SACRAMENTO,Sacramento,,861 FULTON AVE,Food Service,ABC License Data
PRIME TYME LOUNGE,SACRAMENTO,Sacramento,,8011 FLORIN RD,Bar,ABC License Data
PRIMETIME ATHLETICS SPORTS ARENA,SACRAMENTO,Sacramento,,1960 RAILROAD DR,Food Service,ABC License Data
PRIT MARKET,SACRAMENTO,Sacramento,,3946 MARTIN LUTHER KING JR BLVD,Food Service,ABC License Data
PRIYA INDIAN CUISINE,RANCHO CORDOVA,Sacramento,,3101 ZINFANDEL DR,Food Service,ABC License Data
PRIYA INDIAN CUISINE,SACRAMENTO,Sacramento,,1310 HOWE AVE,Food Service,ABC License Data
PS WINE BEER & GROCERY,SACRAMENTO,Sacramento,,2800 T ST,Food Service,ABC License Data
PUNCHLINE COMEDY CLUB,SACRAMENTO,Sacramento,,2100 ARDEN WAY,Food Service,ABC License Data
Q STREET BAR & GRILL,SACRAMENTO,Sacramento,,2013 Q ST,Bar,ABC License Data
QUICK SHOP MARKET,SACRAMENTO,Sacramento,,2830 FRANKLIN BLVD,Food Service,ABC License Data
QUICK STOP MARKET #135,SACRAMENTO,Sacramento,,5764 ANTELOPE RD,Food Service,ABC License Data
QUICK STOP MARKET #551126,ORANGEVALE,Sacramento,,8696 GREENBACK LN,Food Service,ABC License Data
QUIK STOP MARKET,SACRAMENTO,Sacramento,,8500 FLORIN RD,Food Service,ABC License Data
QUIK STOP MARKET #117,GALT,Sacramento,,602 4TH ST,Food Service,ABC License Data
QUIK STOP MARKET #551096,SACRAMENTO,Sacramento,,3296 MARYSVILLE BLVD,Food Service,ABC License Data
QUIK STOP MARKET #551111,SACRAMENTO,Sacramento,,3920 FRUITRIDGE RD,Food Service,ABC License Data
QUIK STOP MARKET #9167,CITRUS HEIGHTS,Sacramento,,7901 MADISON AVE,Food Service,ABC License Data
QUIK STOP MARKET 2139,SACRAMENTO,Sacramento,,1295 FULTON AVE,Food Service,ABC License Data
RAINBOW MARKET,SACRAMENTO,Sacramento,,3810 MARYSVILLE BLVD,Food Service,ABC License Data
RANCHO MURIETA COUNTRY CLUB,RANCHO MURIETA,Sacramento,,7000 ALAMEDA DR,Food Service,ABC License Data
RANCHO MURIETA COUNTRY STORE,RANCHO MURIETA,Sacramento,,7175 MURIETA DR,Food Service,ABC License Data
RAO THAI EATERY,ELK GROVE,Sacramento,,5650 WHITELOCK PKWY,Asian Restaurant,ABC License Data
RAW SUSHI LOUNGE,ELK GROVE,Sacramento,,8280 ELK GROVE BLVD,Bar,ABC License Data
REPUBLIC BAR AND GRILL,SACRAMENTO,Sacramento,,908 15TH ST,Bar,ABC License Data
RESTAURANT DEPOT,SACRAMENTO,Sacramento,,1275 VINE ST,Restaurant,ABC License Data
REVOLUTION WINES,SACRAMENTO,Sacramento,,2831 S ST,Food Service,ABC License Data
RICE BOWL RESTAURANT,SACRAMENTO,Sacramento,,2378 FLORIN RD,Restaurant,ABC License Data
RICE NOODLES RESTAURANT,SACRAMENTO,Sacramento,,2836 ARDEN WAY,Restaurant,ABC License Data
RIEGO MARKET & DELI INC,ELVERTA,Sacramento,,8000 PLEASANT GROVE RD,Food Service,ABC License Data
RIO FOOD & LIQUOR,RIO LINDA,Sacramento,,6401 RIO LINDA BLVD,Food Service,ABC License Data
RIO LINDA LIQUOR,RIO LINDA,Sacramento,,428 M ST,Food Service,ABC License Data
RIO PUB,RIO LINDA,Sacramento,,6750 FRONT ST,Food Service,ABC License Data
RIVER PARK MARKET,SACRAMENTO,Sacramento,,5485 CARLSON DR,Food Service,ABC License Data
RIVERS EDGE CAFE,SACRAMENTO,Sacramento,,8740 LA RIVIERA DR,Restaurant,ABC License Data
RIVERSIDE CLUB HOUSE,SACRAMENTO,Sacramento,,2633 RIVERSIDE BLVD,Food Service,ABC License Data
ROBERTAS COCINA MEXICANA,SACRAMENTO,Sacramento,,5635 FREEPORT BLVD,Mexican Restaurant,ABC License Data
ROCK HARD BURGERS AND BREW,CITRUS HEIGHTS,Sacramento,,7032 SYLVAN RD,Food Service,ABC License Data
ROCKYAAD JAMAICAN RESTAURANT,CARMICHAEL,Sacramento,,7609 FAIR OAKS BLVD,Restaurant,ABC License Data
ROCKYS 7440 CLUB,CITRUS HEIGHTS,Sacramento,,7440 AUBURN BLVD,Food Service,ABC License Data
ROCO WINE & SPIRIT'S,FOLSOM,Sacramento,,9500 GREENBACK LN,Food Service,ABC License Data
RODNEY'S CIGAR & LIQUOR INC,SACRAMENTO,Sacramento,,1000 J ST,Food Service,ABC License Data
ROGUE WINERY,ELK GROVE,Sacramento,,3206 HOOD FRANKLIN RD,Food Service,ABC License Data
ROSCOES BAR & BURGERS,SACRAMENTO,Sacramento,,2007 K ST,Bar,ABC License Data
ROSEMONT WINE & LIQUOR,SACRAMENTO,Sacramento,,9106 KIEFER BLVD,Food Service,ABC License Data
ROSIE'S COUNTRY KITCHEN,RANCHO CORDOVA,Sacramento,,10273 FOLSOM BLVD,Food Service,ABC License Data
ROXIE DELI & BARBEQUE,SACRAMENTO,Sacramento,,3340 C ST,Bar,ABC License Data
ROYAL HOUSE OF LIQUOR,CARMICHAEL,Sacramento,,5839 MANZANITA AVE,Food Service,ABC License Data
ROYAL INDIAN,CITRUS HEIGHTS,Sacramento,,8055 GREENBACK LN,Food Service,ABC License Data
ROYAL MARKET,SACRAMENTO,Sacramento,,1701 T ST,Food Service,ABC License Data
RUCHI INDIAN CUISINE,FOLSOM,Sacramento,,601 E BIDWELL ST,Food Service,ABC License Data
RUCHI INDIAN CUISINE,SACRAMENTO,Sacramento,,2600 GATEWAY OAKS DR,Food Service,ABC License Data
S P LIQUOR,SACRAMENTO,Sacramento,,2630 NORTHGATE BLVD,Food Service,ABC License Data
S P LIQUORS,SACRAMENTO,Sacramento,,4556 AUBURN BLVD,Food Service,ABC License Data
SAC BREW BAR,SACRAMENTO,Sacramento,,1517-1519 19TH ST,Bar,ABC License Data
SAC CITY PIZZA,SACRAMENTO,Sacramento,,4400 FREEPORT BLVD,Food Service,ABC License Data
SACRAMENTO LIQUOR,SACRAMENTO,Sacramento,,3805 PASADENA AVE,Food Service,ABC License Data
SACRAMENTO PIZZA COMPANY,FOLSOM,Sacramento,,2700 E BIDWELL,Food Service,ABC License Data
SAI VAREE THAI CUISINE,SACRAMENTO,Sacramento,,7485 RUSH RIVER DR,Asian Restaurant,ABC License Data
SAIGON ALLEY KITCHEN & BAR,SACRAMENTO,Sacramento,,4630 NATOMAS BLVD,Bar,ABC License Data
SAKE SUSHI BUFFET,RANCHO CORDOVA,Sacramento,,10831 OLSON DR,Food Service,ABC License Data
SAKURA GRILL BUFFET,SACRAMENTO,Sacramento,,2344 WATT AVE,Food Service,ABC License Data
SALA THAI,RANCHO CORDOVA,Sacramento,,3101 ZINFANDEL DR,Asian Restaurant,ABC License Data
SALVADOREAN RESTAURANT,RANCHO CORDOVA,Sacramento,,3021 SUNRISE BLVD,Restaurant,ABC License Data
SAM'S LIQUOR & FOOD 95776,CITRUS HEIGHTS,Sacramento,,8516 AUBURN BLVD,Food Service,ABC License Data
SAM'S MARKET,SACRAMENTO,Sacramento,,1328-30 O ST,Food Service,ABC License Data
SAMMY'S RESTAURANT & BAR,CITRUS HEIGHTS,Sacramento,,6508-6510 ANTELOPE ROAD,Bar,ABC License Data
SAMMY'S RESTAURANT LLC,SACRAMENTO,Sacramento,,2021 DEL PASO BLVD,Restaurant,ABC License Data
SAMPINO'S KITCHEN AT JOE MARTY'S,SACRAMENTO,Sacramento,,1500 BROADWAY,Food Service,ABC License Data
SAMS CLUB 4799,CITRUS HEIGHTS,Sacramento,,7147 GREENBACK LN,Food Service,ABC License Data
SAMS CLUB 6622,SACRAMENTO,Sacramento,,8250 POWER INN RD,Food Service,ABC License Data
SAMS CLUB STORE 6620,FOLSOM,Sacramento,,2495 IRON POINT RD,Food Service,ABC License Data
SAM’S BAKERY RESTAURANT AND CAFÉ,SACRAMENTO,Sacramento,,6171 STOCKTON BLVD,Restaurant,ABC License Data
SAN JUAN CLUB,FAIR OAKS,Sacramento,,7420 SUNSET AVE,Food Service,ABC License Data
SANDWICH SPOT THE,SACRAMENTO,Sacramento,,2108 11TH AVE,Food Service,ABC License Data
SANGHERAS HOUSE OF LIQUORS,SACRAMENTO,Sacramento,,5516 FLORIN RD,Food Service,ABC License Data
SANSKRIT  NEW AGE INDIAN,FOLSOM,Sacramento,,2776 E BIDWELL ST,Food Service,ABC License Data
SANTA FE MARKET,NORTH HIGHLANDS,Sacramento,,5840 SANTA FE WAY,Food Service,ABC License Data
SANTINO'S PIZZA & PASTA,SACRAMENTO,Sacramento,,5757 HILLSDALE BLVD,Food Service,ABC License Data
SATORI JAPANESE RESTAURANT,ELK GROVE,Sacramento,,8451 ELK GROVE BLVD,Restaurant,ABC License Data
SATORI SUSHI,SACRAMENTO,Sacramento,,2550 W EL CAMINO AVE,Food Service,ABC License Data
SAVE MART LIQUOR,CITRUS HEIGHTS,Sacramento,,7823 SUNRISE BLVD,Food Service,ABC License Data
SAVE MART SUPERMARKETS 605,ELK GROVE,Sacramento,,9160 ELK GROVE FLORIN RD,Food Service,ABC License Data
SAVE MART SUPERMARKETS 619,SACRAMENTO,Sacramento,,7960 GERBER RD,Food Service,ABC License Data
SAVE MART SUPERMARKETS 622,SACRAMENTO,Sacramento,,5600 FOLSOM BLVD,Food Service,ABC License Data
SAVE MART SUPERMARKETS 623,SACRAMENTO,Sacramento,,9137 KIEFER BLVD,Food Service,ABC License Data
SAVE MORE LIQUOR & FOODS,ORANGEVALE,Sacramento,,5920 MAIN AVE,Food Service,ABC License Data
SAVER LIQUOR & FOOD,NORTH HIGHLANDS,Sacramento,,3901 MADISON AVE,Food Service,ABC License Data
SAWASDEE THAI CUISINE,SACRAMENTO,Sacramento,,1830 J ST,Asian Restaurant,ABC License Data
SCORE BAR AND LOUNGE,SACRAMENTO,Sacramento,,7123 FRANKLIN BLVD,Bar,ABC License Data
SCOTTS SEAFOOD GRILL & BAR,SACRAMENTO,Sacramento,,4350 RIVERSIDE BLVD,Bar,ABC License Data
SD FOOD STORE,CARMICHAEL,Sacramento,,5740 WINDING WAY,Food Service,ABC License Data
SEAFOOD CITY SUPERMARKET,SACRAMENTO,Sacramento,,6051 MACK RD,Food Service,ABC License Data
SEAN MINOR WINES,SACRAMENTO,Sacramento,,2277 FAIR OAKS BLVD,Food Service,ABC License Data
SEASONS ASIAN MARKET,ELK GROVE,Sacramento,,7440 LAGUNA BLVD,Asian Restaurant,ABC License Data
SELECT FINE WINE & LIQUOR ARENA WINE CAFE,SACRAMENTO,Sacramento,,4271 TRUXEL RD,Restaurant,ABC License Data
SELLAND'S MARKET CAFE,SACRAMENTO,Sacramento,,5340 & 5362 H ST,Restaurant,ABC License Data
SELLAND'S MARKET-CAFE,SACRAMENTO,Sacramento,,915 BROADWAY,Restaurant,ABC License Data
SELLANDS MARKET CAFE,SACRAMENTO,Sacramento,,5340 H ST,Restaurant,ABC License Data
SERRITELLAS RESTAURANT,CARMICHAEL,Sacramento,,6241 FAIR OAKS BLVD,Restaurant,ABC License Data
SERV-RITE MARKET,SACRAMENTO,Sacramento,,3994 2ND AVE,Food Service,ABC License Data
SF SUPERMARKET,RANCHO CORDOVA,Sacramento,,2738 SUNRISE BLVD,Food Service,ABC License Data
SF SUPERMARKET,SACRAMENTO,Sacramento,,4562 MACK RD,Food Service,ABC License Data
SF SUPERMARKET INC,SACRAMENTO,Sacramento,,6930 65TH ST,Food Service,ABC License Data
SHAKERS PUB,CITRUS HEIGHTS,Sacramento,,5940 SPERRY DR,Food Service,ABC License Data
SHELDON CENTRE WINE SHOPPE,ELK GROVE,Sacramento,,8361 SHELDON RD,Food Service,ABC License Data
SHELDON FOOD & LIQUOR,ELK GROVE,Sacramento,,8112 SHELDON RD,Food Service,ABC License Data
SHELDON LIQUORS,ELK GROVE,Sacramento,,8990 GRANT LINE RD,Food Service,ABC License Data
SHENANIGANS KITCHEN & BAR,CITRUS HEIGHTS,Sacramento,,7427-7431 MADISON AVE,Bar,ABC License Data
SHOP BY RENDEZ-VOUS WINERY  THE,SACRAMENTO,Sacramento,,2025 16TH ST,Food Service,ABC License Data
SHOPPERS MARKET,SACRAMENTO,Sacramento,,1400 G ST,Food Service,ABC License Data
SHORT STOP FOOD AND LIQUOR,SACRAMENTO,Sacramento,,9545 FOLSOM BLVD,Food Service,ABC License Data
SIAM PATIO THAI CUISINE,FAIR OAKS,Sacramento,,9830 FAIR OAKS BLVD,Asian Restaurant,ABC License Data
SIAM RESTAURANT,SACRAMENTO,Sacramento,,5100 FRANKLIN BLVD,Restaurant,ABC License Data
SILK BAR,FOLSOM,Sacramento,,303 IRON POINT RD,Bar,ABC License Data
SIX HANDS WINERY,WALNUT GROVE,Sacramento,,13783 ISLETON RD,Food Service,ABC License Data
SIZZLER RESTAURANT,SACRAMENTO,Sacramento,,2901 ADVANTAGE WAY,Restaurant,ABC License Data
SKIPOLINIS PIZZA,FOLSOM,Sacramento,,191 BLUE RAVINE RD,Food Service,ABC License Data
SKY DEVIL WINES,SACRAMENTO,Sacramento,,3361 SIERRA OAKS DR,Food Service,ABC License Data
SKY PARKWAY MARKET,SACRAMENTO,Sacramento,,5530 SKY PKWY,Food Service,ABC License Data
SKY PORT RESTAURANT AND BAR,ELK GROVE,Sacramento,,2619 W TARON CT,Bar,ABC License Data
SMART & FINAL STORE #: 724,SACRAMENTO,Sacramento,,3315 NORTHGATE BLVD,Food Service,ABC License Data
SMASH BURGER,ELK GROVE,Sacramento,,7701 LAGUNA BLVD,Food Service,ABC License Data
SMASHBURGER,CITRUS HEIGHTS,Sacramento,,5500 SUNRISE BLVD,Food Service,ABC License Data
SMASHBURGER,FOLSOM,Sacramento,,703 E BIDWELL ST STE 3,Food Service,ABC License Data
