Business Name,City,County,Phone,Address,Business Type,Source,Notes
KATHMANDU KITCHEN,DAVIS,Yolo,,234 G ST,Food Service,ABC License,Independent
LAMPOST PIZZA,DAVIS,Yolo,,1260 LAKE BLVD,Food Service,ABC License,Independent
MANNA RESTAURANT,DAVIS,Yolo,,622 3RD ST,Restaurant,ABC License,Independent
MAYAS AUTHENTIC MEXICAN FOOD,DAVIS,Yolo,,237 D ST,Mexican Restaurant,ABC License,Independent
MIKUNI JAPANESE RESTAURANT AND SUSHI BAR,DAVIS,Yolo,,500 1ST ST,Bar,ABC License,Independent
NAMI SUSHI,DAVIS,Yolo,,2880 5TH ST,Food Service,ABC License,Independent
PASTE THAI,DAVIS,Yolo,,417 MACE BLVD,Asian Restaurant,ABC License,Independent
PHO KING 4,DAVIS,Yolo,,226 3RD ST,Food Service,ABC License,Independent
PHO TASTY LLC,DAVIS,Yolo,,301 G ST,Food Service,ABC License,Independent
PREETHINDIAN CUISINE,DAVIS,Yolo,,715 2ND ST,Food Service,ABC License,Independent
SAVE MART SUPERMARKETS 604,DAVIS,Yolo,,1900 ANDERSON RD,Food Service,ABC License,Independent
SEOULMATE KOREAN KITCHEN,DAVIS,Yolo,,1260 LAKE BLVD,Food Service,ABC License,Independent
SHIPWRECKED TIKI BAR,DAVIS,Yolo,,217 G ST,Bar,ABC License,Independent
SOPHIAS THAI KITCHEN,DAVIS,Yolo,,129 E ST,Asian Restaurant,ABC License,Independent
STEVE'S PIZZA,DAVIS,Yolo,,314 F ST,Food Service,ABC License,Independent
SYMPOSIUM RESTAURANT & PIZZA,DAVIS,Yolo,,1620 E 8TH ST,Restaurant,ABC License,Independent
TAFFACH ETHIOPIAN RESTAURANT,DAVIS,Yolo,,113 D ST,Restaurant,ABC License,Independent
TAQUERIA GUADALAJARA GRILL,DAVIS,Yolo,,417 MACE BLVD,Food Service,ABC License,Independent
TASTY KITCHEN CHINESE CUISINE,DAVIS,Yolo,,335 F ST,Food Service,ABC License,Independent
THAI CANTEEN,DAVIS,Yolo,,117 E ST,Asian Restaurant,ABC License,Independent
TRES HERMANAS COCINA MEXICANA,DAVIS,Yolo,,805 2ND ST,Mexican Restaurant,ABC License,Independent
VILLAGE PIZZA & PINTS,DAVIS,Yolo,,236 B ST,Food Service,ABC License,Independent
WILDHORSE GOLF CLUB,DAVIS,Yolo,,2323 ROCKWELL DR,Food Service,ABC License,Independent
WINE BRIDGE IMPORTS INC,DAVIS,Yolo,,2050 LYNDELL TERRACE,Food Service,ABC License,Independent
WINGSTOP,DAVIS,Yolo,,408 G ST,Food Service,ABC License,Independent
WOODSTOCKS PIZZA,DAVIS,Yolo,,238 G ST,Food Service,ABC License,Independent
WUNDERBAR,DAVIS,Yolo,,228 G ST,Bar,ABC License,Independent
YETI NEPALI RESTAURANT INC.,DAVIS,Yolo,,234 E ST,Restaurant,ABC License,Independent
DUNNIGAN MARKET,DUNNIGAN,Yolo,,3660 COUNTY ROAD 99 W,Food Service,ABC License,Independent
DUNNIGAN MARKET INC,DUNNIGAN,Yolo,,29020 COUNTY ROAD 6,Food Service,ABC License,Independent
H&S ENERGY PRODUCTS  LLC STORE#3088,DUNNIGAN,Yolo,,29770 COUNTY ROAD 8,Food Service,ABC License,Independent
EL MACERO COUNTRY CLUB,EL MACERO,Yolo,,44571 CLUBHOUSE DR,Food Service,ABC License,Independent
SENDERS WINES,EL MACERO,Yolo,,26891 CADDY CT,Food Service,ABC License,Independent
GRINDSTONE WINES,ESPARTO,Yolo,,12700 COUNTY RD 89,Food Service,ABC License,Independent
THE RAVINE SPORTS BAR,ESPARTO,Yolo,,16867 YOLO AVE,Bar,ABC License,Independent
VALLEY FOOD MARKET,ESPARTO,Yolo,,17343 FREMONT ST,Food Service,ABC License,Independent
GUINDA CORNER STORE LLC,GUINDA,Yolo,,7530 STATE HIGHWAY 16,Food Service,ABC License,Independent
THE RUSTIC BAR-B-Q,GUINDA,Yolo,,7624 STATE HIGHWAY 16,Bar,ABC License,Independent
PLUG AND JUG MARKET,KNIGHTS LANDING,Yolo,,9425 LOCUST ST,Food Service,ABC License,Independent
WAYSIDE MARKET,KNIGHTS LANDING,Yolo,,9696 LOCUST STREET,Food Service,ABC License,Independent
A & B LIQUOR,WEST SACRAMENTO,Yolo,,2328 W CAPITOL AVE,Food Service,ABC License,Independent
BAKER FAMILY WINES,WEST SACRAMENTO,Yolo,,2568 INDUSTRIAL BLVD,Food Service,ABC License,Independent
BEACH HUT DELI,WEST SACRAMENTO,Yolo,,767 IKEA CT,Food Service,ABC License,Independent
BIRDIES - SOCIAL CLUB,WEST SACRAMENTO,Yolo,,805 RIVERFRONT ST,Food Service,ABC License,Independent
BROS LIQUOR,WEST SACRAMENTO,Yolo,,1091 JEFFERSON BLVD,Food Service,ABC License,Independent
BUFFALO'S PIZZA,WEST SACRAMENTO,Yolo,,1600 SACRAMENTO AVE,Food Service,ABC License,Independent
BURGERS AND BREW STATION 1,WEST SACRAMENTO,Yolo,,317 3RD ST,Food Service,ABC License,Independent
CAROLS RESTAURANT,WEST SACRAMENTO,Yolo,,1201 W CAPITOL AVE,Restaurant,ABC License,Independent
CIRCLE A FOOD STORE,WEST SACRAMENTO,Yolo,,1506 SACRAMENTO AVE,Food Service,ABC License,Independent
CLUB PHEASANT,WEST SACRAMENTO,Yolo,,2525 JEFFERSON BLVD,Food Service,ABC License,Independent
CORNERSTONE CAFE & BAR,WEST SACRAMENTO,Yolo,,1617 SACRAMENTO AVE,Bar,ABC License,Independent
COUNTRY WEST LIQUOR,WEST SACRAMENTO,Yolo,,3071 W CAPITOL AVE,Food Service,ABC License,Independent
CURLEW WINES INC,WEST SACRAMENTO,Yolo,,3974 PROSSER ST,Food Service,ABC License,Independent
DIAMOND GAS AND MARKET,WEST SACRAMENTO,Yolo,,1401 W CAPITOL AVE,Food Service,ABC License,Independent
DOLLAR TREE STORE 1215,WEST SACRAMENTO,Yolo,,3015 W CAPITOL AVE,Food Service,ABC License,Independent
EASTSIDE CHEF RESTAURANT,WEST SACRAMENTO,Yolo,,2105 JEFFERSON BLVD,Restaurant,ABC License,Independent
EMILE'S CAFE,WEST SACRAMENTO,Yolo,,1300 LAKE WASHINGTON BLVD,Restaurant,ABC License,Independent
HAARMEYER WINE CELLARS,WEST SACRAMENTO,Yolo,,610 HARBOR BLVD,Food Service,ABC License,Independent
HINGS CHINESE CUISINE,WEST SACRAMENTO,Yolo,,2933 W CAPITOL AVE,Food Service,ABC License,Independent
KICK'N MULE RESTAURANT,WEST SACRAMENTO,Yolo,,2901 W CAPITOL AVE,Restaurant,ABC License,Independent
LA ESTRELLITA MEAT MARKET,WEST SACRAMENTO,Yolo,,1520 SACRAMENTO AVE,Food Service,ABC License,Independent
LENISES CAFE LLC,WEST SACRAMENTO,Yolo,,3150 JEFFERSON BLVD,Restaurant,ABC License,Independent
LIGHT HOUSE MARKET DELI,WEST SACRAMENTO,Yolo,,500 C ST,Food Service,ABC License,Independent
LIGHTHOUSE BAR & GRILL,WEST SACRAMENTO,Yolo,,2125 W CAPITOL AVE,Bar,ABC License,Independent
LOW COST LIQUORS,WEST SACRAMENTO,Yolo,,960 SACRAMENTO AVE,Food Service,ABC License,Independent
MANAAO THAI CUISINE,WEST SACRAMENTO,Yolo,,715 HARBOR POINTE PL,Asian Restaurant,ABC License,Independent
MANCHURIAN INDIAN AND NEPALESE CUISINE,WEST SACRAMENTO,Yolo,,767 IKEA CT,Food Service,ABC License,Independent
MARCOS PIZZA,WEST SACRAMENTO,Yolo,,2230 LAKE WASHINGTON BLVD,Food Service,ABC License,Independent
MAVERIK STORES INC,WEST SACRAMENTO,Yolo,,3975 LAKE RD,Food Service,ABC License,Independent
MECCA CLUB,WEST SACRAMENTO,Yolo,,701 SUNSET AVE,Food Service,ABC License,Independent
MOUNTAIN MIKES PIZZA,WEST SACRAMENTO,Yolo,,2919 W CAPITOL AVE,Food Service,ABC License,Independent
MOUNTAIN WEST WINES,WEST SACRAMENTO,Yolo,,1675 OVERLAND CT,Food Service,ABC License,Independent
NICKYS MARKET,WEST SACRAMENTO,Yolo,,3225 W CAPITOL AVE,Food Service,ABC License,Independent
OSCAR'S VERY MEXICAN FOOD,WEST SACRAMENTO,Yolo,,1350 HARBOR BLVD,Mexican Restaurant,ABC License,Independent
POOJA INDIAN GRILL,WEST SACRAMENTO,Yolo,,1223-25 & 1229-31 MERKLEY AVE,Food Service,ABC License,Independent
POPLAR FOOD & LIQUOR,WEST SACRAMENTO,Yolo,,731 POPLAR AVE,Food Service,ABC License,Independent
RAKU SUSHI,WEST SACRAMENTO,Yolo,,805 HARBOR BLVD,Food Service,ABC License,Independent
REPUBLIC NATIONAL DISTRIBUTING COMPANY OF CALIFORN,WEST SACRAMENTO,Yolo,,3620 INDUSTRIAL BLVD,Food Service,ABC License,Independent
ROCO WINE & SPIRITS,WEST SACRAMENTO,Yolo,,2220 LAKE WASHINGTON BLVD,Food Service,ABC License,Independent
SACRAMENTO YACHT CLUB,WEST SACRAMENTO,Yolo,,3365 CHICORY LP,Food Service,ABC License,Independent
SAHEJ INDIA GRILL,WEST SACRAMENTO,Yolo,,3025 W CAPITOL AVE,Food Service,ABC License,Independent
SAL'S TACOS,WEST SACRAMENTO,Yolo,,400 C ST,Mexican Restaurant,ABC License,Independent
SOUTH PORT LIQUOR MART,WEST SACRAMENTO,Yolo,,3360 JEFFERSON BLVD,Food Service,ABC License,Independent
STATE FOOD SUPERMARKET,WEST SACRAMENTO,Yolo,,940 SACRAMENTO AVE,Food Service,ABC License,Independent
STREETS OF LONDON PUB,WEST SACRAMENTO,Yolo,,2200 LAKE WASHINGTON BLVD,Food Service,ABC License,Independent
TACO TUESDAYS,WEST SACRAMENTO,Yolo,,715 HARBOR POINTE PL,Mexican Restaurant,ABC License,Independent
TREEHOUSE CAFE,WEST SACRAMENTO,Yolo,,630 3RD ST,Restaurant,ABC License,Independent
TSUKI SUSHI,WEST SACRAMENTO,Yolo,,2210 LAKE WASHINGTON BLVD,Food Service,ABC License,Independent
VIENTIANE RESTAURANT,WEST SACRAMENTO,Yolo,,1001 JEFFERSON BLVD,Restaurant,ABC License,Independent
WEST SAC SPORTS BAR & GRILL,WEST SACRAMENTO,Yolo,,3340 JEFFERSON BLVD,Bar,ABC License,Independent
YOUNGS MARKET COMPANY LLC,WEST SACRAMENTO,Yolo,,3620 INDUSTRIAL BLVD,Food Service,ABC License,Independent
BURGER BROS,WINTERS,Yolo,,43 MAIN ST,Food Service,ABC License,Independent
FJORD OAK WINERY,WINTERS,Yolo,,4405 PUTAH CREEK RD,Food Service,ABC License,Independent
LA MEXICANA,WINTERS,Yolo,,106 MAIN ST,Mexican Restaurant,ABC License,Independent
OPHIOLITE CELLARS/ OPHIOLITE WINE CELLARS,WINTERS,Yolo,,29065 COUNTY ROAD 87,Food Service,ABC License,Independent
PEEKABOO HILLS WINERY,WINTERS,Yolo,,304 RAILROAD AVE,Food Service,ABC License,Independent
PIZZA FACTORY,WINTERS,Yolo,,108 MAIN ST,Food Service,ABC License,Independent
PUTAH CREEK CAFE,WINTERS,Yolo,,1 MAIN ST,Restaurant,ABC License,Independent
TIENDA LIQUOR,WINTERS,Yolo,,44 MAIN ST,Food Service,ABC License,Independent
TOWN & COUNTRY MARKET,WINTERS,Yolo,,121 E GRANT AVE,Food Service,ABC License,Independent
WINTERS WINE & LIQUOR,WINTERS,Yolo,,192 E GRANT AVE,Food Service,ABC License,Independent
WINTERS WINE CO,WINTERS,Yolo,,22 MAIN ST,Food Service,ABC License,Independent
ALGER VINEYARDS & WINERY,WOODLAND,Yolo,,2070 E MAIN ST,Food Service,ABC License,Independent
BARAJA'S DELI AND GRILL,WOODLAND,Yolo,,825 E ST,Bar,ABC License,Independent
BOBS LIQUORS WOODLAND,WOODLAND,Yolo,,632 COTTONWOOD ST,Food Service,ABC License,Independent
BROWNS CORNER BAR & GRILL,WOODLAND,Yolo,,392 W MAIN ST,Bar,ABC License,Independent
BURGER SALOON THE,WOODLAND,Yolo,,601 MAIN ST,Food Service,ABC License,Independent
CANTINAS LOS PRIMOS TACOS Y CERVEZA,WOODLAND,Yolo,,392 W MAIN ST,Mexican Restaurant,ABC License,Independent
CHAMOS KITCHEN,WOODLAND,Yolo,,1810 E MAIN ST,Food Service,ABC License,Independent
CORKWOOD RESTAURANT,WOODLAND,Yolo,,117 W COURT ST,Restaurant,ABC License,Independent
CRACCHIOLOS MARKET,WOODLAND,Yolo,,1320 E MAIN ST,Food Service,ABC License,Independent
CVS PHARMACY STORE 9180,WOODLAND,Yolo,,SEVEN W MAIN ST,Food Service,ABC License,Independent
EL CHARRO MEXICAN RESTAURANT INC,WOODLAND,Yolo,,415 & 417 MAIN ST,Mexican Restaurant,ABC License,Independent
EL PAISANO TAQUERIA & RESTAURANT,WOODLAND,Yolo,,1490 E MAIN ST,Restaurant,ABC License,Independent
EL TORITO MEAT MARKET,WOODLAND,Yolo,,725 EAST ST,Food Service,ABC License,Independent
FATHER PADDY'S LOCAL IRISH PUBLIC HOUSE,WOODLAND,Yolo,,435 MAIN ST,Food Service,ABC License,Independent
FRENCHYS LIQUOR,WOODLAND,Yolo,,1435 EAST ST UNIT A,Food Service,ABC License,Independent
GOLDEN DRAGON RESTAURANT,WOODLAND,Yolo,,353 W MAIN ST,Restaurant,ABC License,Independent
GOODNIGHT CLUB  THE,WOODLAND,Yolo,,524 MAIN ST,Food Service,ABC License,Independent
HOLLYWOOD MARKET,WOODLAND,Yolo,,1321 COLLEGE ST,Food Service,ABC License,Independent
IGUANAS MEXICAN GRILL,WOODLAND,Yolo,,1849 E GIBSON RD,Mexican Restaurant,ABC License,Independent
JINJU SUSHI,WOODLAND,Yolo,,467 PIONEER AVE,Food Service,ABC License,Independent
JUDYS HAMBURGER & GRINDER,WOODLAND,Yolo,,286 W MAIN ST,Food Service,ABC License,Independent
KENNYS BAR & GRILL,WOODLAND,Yolo,,721 EAST ST,Bar,ABC License,Independent
MAIN STREET MARKET,WOODLAND,Yolo,,2000 E MAIN ST,Food Service,ABC License,Independent
MOJOS KITCHEN 428,WOODLAND,Yolo,,428-1/2-430 FIRST ST,Food Service,ABC License,Independent
MOUNTAIN MIKE'S PIZZA,WOODLAND,Yolo,,171 W MAIN ST,Food Service,ABC License,Independent
NEW YORK PIZZA PIE,WOODLAND,Yolo,,1495 EAST ST,Food Service,ABC License,Independent
OSAKA SUSHI JAPANESE RESTAURANT,WOODLAND,Yolo,,608 MAIN ST,Restaurant,ABC License,Independent
PIZZA FACTORY,WOODLAND,Yolo,,353 W MAIN ST,Food Service,ABC License,Independent
PIZZA TWIST,WOODLAND,Yolo,,2115 BRONZE STAR DR,Food Service,ABC License,Independent
QUIK STOP MARKET 147,WOODLAND,Yolo,,1400 E MAIN ST,Food Service,ABC License,Independent
QUIK STOP MARKET 4143,WOODLAND,Yolo,,10 KENTUCKY AVE,Food Service,ABC License,Independent
ROMEY'S LIQUOR,WOODLAND,Yolo,,9 MAIN ST,Food Service,ABC License,Independent
SAKURA JAPANESE STEAKHOUSE AND SUSHI,WOODLAND,Yolo,,201 W COURT ST,Food Service,ABC License,Independent
SAVORY CAFE,WOODLAND,Yolo,,722 MAIN ST,Restaurant,ABC License,Independent
SOL MEXICAN CUISINE,WOODLAND,Yolo,,375 W MAIN ST,Mexican Restaurant,ABC License,Independent
SPROUTS FARMERS MARKET #453,WOODLAND,Yolo,,1430 E MAIN ST,Food Service,ABC License,Independent
STEVES PIZZA,WOODLAND,Yolo,,714 MAIN ST,Food Service,ABC License,Independent
TACO JOE CAFE,WOODLAND,Yolo,,374 CALIFORNIA ST,Mexican Restaurant,ABC License,Independent
TACOS EL JALISCIENCE INC,WOODLAND,Yolo,,1231 E MAIN ST,Mexican Restaurant,ABC License,Independent
THAI PEPPER,WOODLAND,Yolo,,808 MAIN ST,Asian Restaurant,ABC License,Independent
TREASURE DRAGON RESTAURANT,WOODLAND,Yolo,,1780 E MAIN ST,Restaurant,ABC License,Independent
WAL MART STORE 2190,WOODLAND,Yolo,,1720 E MAIN ST,Food Service,ABC License,Independent
YOLO FLIERS CLUB,WOODLAND,Yolo,,MADISON HWY 5 MI W OF,Food Service,ABC License,Independent
ZITIO BAR & GRILL,WOODLAND,Yolo,,11 EAST ST,Bar,ABC License,Independent
YOLO MINI MART,YOLO,Yolo,,14212 1ST ST,Food Service,ABC License,Independent
BARIANI OLIVE OIL,ZAMORA,Yolo,,30400 COUNTY ROAD 16,Bar,ABC License,Independent
CREW WINE COMPANY,ZAMORA,Yolo,,12300 COUNTY RD,Food Service,ABC License,Independent
ZAMORA MINI MARKET  INC,ZAMORA,Yolo,,9920 COUNTY RD 99W,Food Service,ABC License,Independent
Teriyaki Madness - Teriyaki Madness Hoover,,,205-502-7924,"4741 Chace Circle STE 113 Hoover, AL, 35244",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Ocotillo,,,480-584-5353,"4225 S Gilbert Rd Ste. #1 Chandler, AZ, 85249",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Peoria,,,623-878-4219,"16955 N. 75th Ave, Suite 115, Peoria, AZ",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness San Tan Village,,,480-306-7807,"3131 S Market Street #108 Gilbert, AZ, 85295",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Scottsdale,,,(480) 306-7604,"14884 North Pima Road Suite 101, Scottsdale, AZ",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Arapahoe Marketplace,,,(303) 771-5280,"8547 E Arapahoe Rd Unit F, Greenwood Village, CO 80112",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Denver Tech Center,,,720-519-0107,"8080 E Union Ave Suite 130, Denver, CO 80237​",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Firestone,,,(720) 684-6484,"4275 City Centre Rd Unit 500, Firestone, CO 80504",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Johnstown,,,970-663-9154,"4944 Thompson Pkwy., Johnstown, CO",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Littleton,,,303-955-6334,"5866 S. Wadsworth Blvd, Suite 3600, Littleton, CO",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Concord Pike,,,302-570-7124,"3311 Concord Pike, Wilmington, DE",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Clearwater,,,727-408-5558,"23894 US highway 19 N., Suite 30, Clearwater, FL",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Country Walk,,,(786) 250-5028,"13775 SW 152nd St, Miami, FL 33177",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Lakeland,,,(863) 500-8623,"304 N Kentucky Ave, Lakeland, FL 33801",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Mission Bay Plaza,,,(561) 409-2977,"0437 FL-7 B6, Boca Raton, FL",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Oviedo,,,407-542-5645,"441 E Mitchell Hammock Rd, Suite 1101 Oviedo, FL, 32765",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness O‘ahu,,,,"O‘ahu, Hawaii, USA",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Bettendorf,,,563-888-1187,"3721 State Street Bettendorf, IA, 52722",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Meridian,,,(208) 855-9026,"1653 W Island Green, Suite 301 Meridian, ID, 83646",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Gurnee,,,(224) 656-5282,"6409 Grand Ave Gurnee, IL, 60031",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Rolling Meadows,,,847-258-5761,"1319 West Golf Road Rolling Meadows, IL, 60008",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Overland Park,,,913-701-6983,"7074 W 105th St. Overland Park, KS, 66212",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Ft Knox,,,,"Ft Knox Military Base - Main Exchange 127 Gold Vault Rd Ft Knox, KY, 40121",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Macomb,,,586-566-6288,"15619 Hall Road Macomb, MI, 48044",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Wixom,,,734-892-6850,"28880 Wixom Rd Wixom, MI, 48393",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Oakdale,,,651-340-9285,"8366 Third Street North Oakdale, MN, 55218",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Springfield,,,,"1155 East Battlefield, Suite 100 Springfield, MO, 65807",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Great Falls,,,406-315-3388,"1710 10th Avenue South Great Falls, MT, 59405",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Midtown Metropolitan,,,704-910-2076,"1100 Metropolitan Ave, Unit 130 Charlotte, NC, 28204",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Marlton,,,856-446-6239,"101 Route 73 South, Suite 165 Marlton, NJ, 08053",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Newark,,,(973) 991-1247,"137 Halsey St, Newark, NJ 07102",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Blue Diamond,,,702-586-7600,"4870 Blue Diamond Road Suite 110 Las Vegas, NV, 89139",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Centennial,,,702-331-0999,"5705 Centennial Ctr Blvd. Suite 190 Las Vegas, NV, 89149",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Center Point Plaza,,,702-478-9964,"10300 West Charleston Blvd. Ste. #6 & #7 Las Vegas, NV, 89135",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Charleston Commons,,,702-410-9020,"21 N Nellis Blvd Las Vegas, NV, 89110",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Craig,,,702-341-8623,"725 W Craig Rd. Suite 132 North Las Vegas, NV, 89032",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Decatur,,,702-816-4000,"6171 N Decatur Blvd Suite #110 Las Vegas, NV, 89130",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Elko,,,775-753-8623,"1657 Mountain City Hwy #104 Elko, NV, 89801",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Harmon Square,,,702-463-8205,"4503 Paradise Road #320 Las Vegas, NV, 89169",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Lake Mead,,,702-982-8623,"7481 West Lake Mead Las Vegas, NV, 89128",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Maryland,,,702-252-8623,"9845 S Maryland Pkwy Suite C Las Vegas, NV, 89183",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Reno,,,775-851-6051,"13963 S Virginia St, Suite 904 Reno, NV, 89511",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Sahara Pavilion South,,,702-436-1060,"2530 S Decatur Blvd Suite 110 Las Vegas, NV, 89102",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness The Lakes Plaza,,,702-331-6756,"9151 W. Sahara #104 Las Vegas, NV, 89117",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Warm Springs,,,702-878-8623,"8520 W Warm Springs Rd. Suite 103 Las Vegas, NV, 89113",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Westerville,,,(614) 392-2171,"833 Polaris Pkwy Westerville, OH, 43082",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness North Penn,,,405-726-0853,"15124 Lleytons Court #104 Oklahoma City, OK, 73013",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Bend,,,541-797-0261,"2680 NE Highway 20, Suite 340 Bend, OR, 97701",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Eugene,,,541-357-4894,"45 Division Ave Ste J Eugene, OR, 97404",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Chambersburg,,,717-496-8929,"243 Walker Road, Unit 2 Chambersburg, PA, 17201",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Harrisburg,,,717-559-0692,"4635 High Point Blvd. Harrisburg, PA, 17111",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness King of Prussia,,,,"Prussia, PA",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Sioux Falls,,,605-271-1119,"4812 S. Louise Avenue Sioux Falls, SD, 57106",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Henderson,,,615-264-7090,"1006 Glenbrook Way, Suite 110 Hendersonville, TN, 37075",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Conroe,,,936-267-2918,"381 South Loop 336W, Suite 1100 Conroe, TX, 77304",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Fulshear,,,(281) 346-8192,"6300 FM 1463 Ste 300 Fulshear, TX, 77494",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Katy,,,(346) 355-8623,"25705 Katy Fwy Ste 110 Katy, TX, 77494",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Parkway Village,,,832-877-3377,"13410 Briar Forest Dr Houston, TX, 77077",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
Teriyaki Madness - Teriyaki Madness Round Rock,,,737-212-8623,"2800 S. IH-35, Ste. 140 Round Rock, TX, 78681",Fast Casual Restaurant,Teriyaki Madness Franchise,Franchise
