Business Name,City,County,Phone,Address,Business Type,Source,Chain Status,Chain Name,Priority
YOCHA DEHE GOLF CLUB,BROOKS,Yolo,,100 GOLF COURSE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROAD TRIP BAR & GRILL,CAPAY,Yolo,,24989 STATE HIGHWAY 16,Bar,ABC License,INDEPENDENT,N/A,HIGH
BOGLE WINERY,CLARKSBURG,Yolo,,49762 HAMILTON RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BONITATA BOUTIQUE WINE,CLARKSBURG,Yolo,,35265 WILLOW AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BUMP CITY WINE CO.,CLARKSBURG,Yolo,,35265 WILLOW AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CARVALHO FAMILY WINERY,CLARKSBURG,Yolo,,35265 WILLOW AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CLARKSBURG WINE COMPANY,CLARKSBURG,Yolo,,35265 WILLOW AVE.,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COUNTRY ROADS WINE CELLARS,CLARKSBURG,Yolo,,35265 WILLOW AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FLEET STREET WINE MERCHANTS,CLARKSBURG,Yolo,,35265 WILLOW AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HERINGER ESTATES WINERY  LLC,CLARKSBURG,Yolo,,37375 NETHERLANDS RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HOLLAND MARKET,CLARKSBURG,Yolo,,52945 NETHERLANDS AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JULIETTA WINERY,CLARKSBURG,Yolo,,51221 CLARKSBURG ROAD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KIRCHHOFF FAMILY WINES,CLARKSBURG,Yolo,,40770 WAUKEENA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MINERS LEAP WINERY,CLARKSBURG,Yolo,,54250 S RIVER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NAVIGATOR WINE COLLECTION LLC,CLARKSBURG,Yolo,,35265 WILLOW AVE.,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RENDEZ VOUS WINERY,CLARKSBURG,Yolo,,35265 WILLOW AVE.,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RENDEZ-VOUS WINERY,CLARKSBURG,Yolo,,PO BOX 458,Food Service,ABC License,INDEPENDENT,N/A,HIGH
S.N.G. WINE WORKS,CLARKSBURG,Yolo,,54250 S RIVER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SILT WINE COMPANY,CLARKSBURG,Yolo,,35265 WILLOW AVE.,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THREE WINE COMPANY,CLARKSBURG,Yolo,,35265 WILLOW AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TODD TAYLOR WINES,CLARKSBURG,Yolo,,35265 WILLOW AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VINO DE ORO VINEYARD AND WINERY,CLARKSBURG,Yolo,,35265 WILLOW AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AGGIE LIQUOR & DELI,DAVIS,Yolo,,507 & 509 L ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ANDERSON GAS & MINI MART,DAVIS,Yolo,,1935 ANDERSON RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BEACH HUT DELI,DAVIS,Yolo,,4515 FERMI PL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BERRYESSA GAP VINEYARDS@DAVIS FARMERS MARKET,DAVIS,Yolo,,301 C ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BROS LIQUOR,DAVIS,Yolo,,1046 OLIVE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BROS LIQUOR 1,DAVIS,Yolo,,1964 E 8TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BURGERS AND BREW,DAVIS,Yolo,,403 3RD ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CAFE BERNARDO,DAVIS,Yolo,,234 D ST UT A,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
CAPITAL LIQUORS PROJECT,DAVIS,Yolo,,34255 CORCORAN HILL LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CHEERS LOUNGE,DAVIS,Yolo,,2880 5TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
CHIPOTLE MEXICAN GRILL,DAVIS,Yolo,,227 E ST,Mexican Restaurant,ABC License,CHAIN,CHIPOTLE,LOW
COST PLUS WORLD MARKET,DAVIS,Yolo,,871 RUSSELL BLVD,Food Service,ABC License,CHAIN,COST PLUS,LOW
CVS PHARMACY STORE 9142,DAVIS,Yolo,,1550 E COVELL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CVS PHARMACY STORE 9282,DAVIS,Yolo,,1471 W COVELL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DAVIS GOLF COURSE INC,DAVIS,Yolo,,HWY 113 & CO RD 29,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DING HOW RESTAURANT,DAVIS,Yolo,,640 W COVELL BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
DOS COYOTES BORDER CAFE,DAVIS,Yolo,,1411 W COVELL BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL PATIO FRESH MEXICAN GRILL,DAVIS,Yolo,,200 E ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
FROGGYS BAR & GRILL,DAVIS,Yolo,,726 2ND ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
GUAD'S TACOS & BEER,DAVIS,Yolo,,231 3RD ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
GUNROCK PUB,DAVIS,Yolo,,482 HUTCHINSON DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HERINGER ESTATES WINERY  LLC,DAVIS,Yolo,,4TH & C ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HIKARI SUSHI,DAVIS,Yolo,,110 F ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HO HO MARKET,DAVIS,Yolo,,132 E ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HUKU JAPANESE BISTRO,DAVIS,Yolo,,417 MACE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HUNAN BAR & RESTAURANT,DAVIS,Yolo,,207 D ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
I LOVE SUSHI,DAVIS,Yolo,,620 W COVELL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JACKS URBAN EATS,DAVIS,Yolo,,1321 W COVELL BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
KATHMANDU KITCHEN,DAVIS,Yolo,,234 G ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LAMPOST PIZZA,DAVIS,Yolo,,1260 LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MANNA RESTAURANT,DAVIS,Yolo,,622 3RD ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MAYAS AUTHENTIC MEXICAN FOOD,DAVIS,Yolo,,237 D ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MIKUNI JAPANESE RESTAURANT AND SUSHI BAR,DAVIS,Yolo,,500 1ST ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
NAMI SUSHI,DAVIS,Yolo,,2880 5TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NUGGET MARKET,DAVIS,Yolo,,1414 E COVELL BLVD A,Food Service,ABC License,CHAIN,NUGGET MARKET,LOW
PASTE THAI,DAVIS,Yolo,,417 MACE BLVD,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PHO KING 4,DAVIS,Yolo,,226 3RD ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO TASTY LLC,DAVIS,Yolo,,301 G ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PREETHINDIAN CUISINE,DAVIS,Yolo,,715 2ND ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAVE MART SUPERMARKETS 604,DAVIS,Yolo,,1900 ANDERSON RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SEOULMATE KOREAN KITCHEN,DAVIS,Yolo,,1260 LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SHIPWRECKED TIKI BAR,DAVIS,Yolo,,217 G ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
SOPHIAS THAI KITCHEN,DAVIS,Yolo,,129 E ST,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
STEVE'S PIZZA,DAVIS,Yolo,,314 F ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SYMPOSIUM RESTAURANT & PIZZA,DAVIS,Yolo,,1620 E 8TH ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
TAFFACH ETHIOPIAN RESTAURANT,DAVIS,Yolo,,113 D ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
TAQUERIA GUADALAJARA GRILL,DAVIS,Yolo,,417 MACE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TASTY KITCHEN CHINESE CUISINE,DAVIS,Yolo,,335 F ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THAI CANTEEN,DAVIS,Yolo,,117 E ST,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
TRES HERMANAS COCINA MEXICANA,DAVIS,Yolo,,805 2ND ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
VILLAGE PIZZA & PINTS,DAVIS,Yolo,,236 B ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WILDHORSE GOLF CLUB,DAVIS,Yolo,,2323 ROCKWELL DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINE BRIDGE IMPORTS INC,DAVIS,Yolo,,2050 LYNDELL TERRACE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINGSTOP,DAVIS,Yolo,,408 G ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WOODSTOCKS PIZZA,DAVIS,Yolo,,238 G ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WUNDERBAR,DAVIS,Yolo,,228 G ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
YETI NEPALI RESTAURANT INC.,DAVIS,Yolo,,234 E ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
DUNNIGAN MARKET,DUNNIGAN,Yolo,,3660 COUNTY ROAD 99 W,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DUNNIGAN MARKET INC,DUNNIGAN,Yolo,,29020 COUNTY ROAD 6,Food Service,ABC License,INDEPENDENT,N/A,HIGH
H&S ENERGY PRODUCTS  LLC STORE#3088,DUNNIGAN,Yolo,,29770 COUNTY ROAD 8,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EL MACERO COUNTRY CLUB,EL MACERO,Yolo,,44571 CLUBHOUSE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SENDERS WINES,EL MACERO,Yolo,,26891 CADDY CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GRINDSTONE WINES,ESPARTO,Yolo,,12700 COUNTY RD 89,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THE RAVINE SPORTS BAR,ESPARTO,Yolo,,16867 YOLO AVE,Bar,ABC License,INDEPENDENT,N/A,HIGH
VALLEY FOOD MARKET,ESPARTO,Yolo,,17343 FREMONT ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GUINDA CORNER STORE LLC,GUINDA,Yolo,,7530 STATE HIGHWAY 16,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THE RUSTIC BAR-B-Q,GUINDA,Yolo,,7624 STATE HIGHWAY 16,Bar,ABC License,INDEPENDENT,N/A,HIGH
PLUG AND JUG MARKET,KNIGHTS LANDING,Yolo,,9425 LOCUST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WAYSIDE MARKET,KNIGHTS LANDING,Yolo,,9696 LOCUST STREET,Food Service,ABC License,INDEPENDENT,N/A,HIGH
7 ELEVEN STORE 2365-33646 B,WEST SACRAMENTO,Yolo,,4010 LAKE CT,Food Service,ABC License,CHAIN,7 ELEVEN,LOW
A & B LIQUOR,WEST SACRAMENTO,Yolo,,2328 W CAPITOL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BAKER FAMILY WINES,WEST SACRAMENTO,Yolo,,2568 INDUSTRIAL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BEACH HUT DELI,WEST SACRAMENTO,Yolo,,767 IKEA CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BIRDIES - SOCIAL CLUB,WEST SACRAMENTO,Yolo,,805 RIVERFRONT ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BROS LIQUOR,WEST SACRAMENTO,Yolo,,1091 JEFFERSON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BUFFALO'S PIZZA,WEST SACRAMENTO,Yolo,,1600 SACRAMENTO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BURGERS AND BREW STATION 1,WEST SACRAMENTO,Yolo,,317 3RD ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CAROLS RESTAURANT,WEST SACRAMENTO,Yolo,,1201 W CAPITOL AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
CHIPOTLE MEXICAN GRILL STORE #1405,WEST SACRAMENTO,Yolo,,775 IKEA CT,Mexican Restaurant,ABC License,CHAIN,CHIPOTLE,LOW
CHIPOTLE MEXICAN GRILL STORE #3648,WEST SACRAMENTO,Yolo,,2155 TOWNE CENTER PLAZA,Mexican Restaurant,ABC License,CHAIN,CHIPOTLE,LOW
CIRCLE A FOOD STORE,WEST SACRAMENTO,Yolo,,1506 SACRAMENTO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CLUB PHEASANT,WEST SACRAMENTO,Yolo,,2525 JEFFERSON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CORNERSTONE CAFE & BAR,WEST SACRAMENTO,Yolo,,1617 SACRAMENTO AVE,Bar,ABC License,INDEPENDENT,N/A,HIGH
COUNTRY WEST LIQUOR,WEST SACRAMENTO,Yolo,,3071 W CAPITOL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CURLEW WINES INC,WEST SACRAMENTO,Yolo,,3974 PROSSER ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DIAMOND GAS AND MARKET,WEST SACRAMENTO,Yolo,,1401 W CAPITOL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DOLLAR TREE STORE 1215,WEST SACRAMENTO,Yolo,,3015 W CAPITOL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EASTSIDE CHEF RESTAURANT,WEST SACRAMENTO,Yolo,,2105 JEFFERSON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EMILE'S CAFE,WEST SACRAMENTO,Yolo,,1300 LAKE WASHINGTON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
HAARMEYER WINE CELLARS,WEST SACRAMENTO,Yolo,,610 HARBOR BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HINGS CHINESE CUISINE,WEST SACRAMENTO,Yolo,,2933 W CAPITOL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KICK'N MULE RESTAURANT,WEST SACRAMENTO,Yolo,,2901 W CAPITOL AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LA ESTRELLITA MEAT MARKET,WEST SACRAMENTO,Yolo,,1520 SACRAMENTO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LENISES CAFE LLC,WEST SACRAMENTO,Yolo,,3150 JEFFERSON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LIGHT HOUSE MARKET DELI,WEST SACRAMENTO,Yolo,,500 C ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LIGHTHOUSE BAR & GRILL,WEST SACRAMENTO,Yolo,,2125 W CAPITOL AVE,Bar,ABC License,INDEPENDENT,N/A,HIGH
LOW COST LIQUORS,WEST SACRAMENTO,Yolo,,960 SACRAMENTO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MANAAO THAI CUISINE,WEST SACRAMENTO,Yolo,,715 HARBOR POINTE PL,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MANCHURIAN INDIAN AND NEPALESE CUISINE,WEST SACRAMENTO,Yolo,,767 IKEA CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARCOS PIZZA,WEST SACRAMENTO,Yolo,,2230 LAKE WASHINGTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MAVERIK STORES INC,WEST SACRAMENTO,Yolo,,3975 LAKE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MECCA CLUB,WEST SACRAMENTO,Yolo,,701 SUNSET AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOD PIZZA,WEST SACRAMENTO,Yolo,,771 IKEA CT,Food Service,ABC License,CHAIN,MOD PIZZA,LOW
MOUNTAIN MIKES PIZZA,WEST SACRAMENTO,Yolo,,2919 W CAPITOL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN WEST WINES,WEST SACRAMENTO,Yolo,,1675 OVERLAND CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NICKYS MARKET,WEST SACRAMENTO,Yolo,,3225 W CAPITOL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NUGGET MARKET,WEST SACRAMENTO,Yolo,,2000 TOWN CENTER PLZ,Food Service,ABC License,CHAIN,NUGGET MARKET,LOW
OSCAR'S VERY MEXICAN FOOD,WEST SACRAMENTO,Yolo,,1350 HARBOR BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
POOJA INDIAN GRILL,WEST SACRAMENTO,Yolo,,1223-25 & 1229-31 MERKLEY AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
POPLAR FOOD & LIQUOR,WEST SACRAMENTO,Yolo,,731 POPLAR AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RAKU SUSHI,WEST SACRAMENTO,Yolo,,805 HARBOR BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
REPUBLIC NATIONAL DISTRIBUTING COMPANY OF CALIFORN,WEST SACRAMENTO,Yolo,,3620 INDUSTRIAL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROCO WINE & SPIRITS,WEST SACRAMENTO,Yolo,,2220 LAKE WASHINGTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROUND TABLE PIZZA,WEST SACRAMENTO,Yolo,,2105 TOWN CENTER PLZ,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
ROUND TABLE PIZZA WEST SACRAMENTO,WEST SACRAMENTO,Yolo,,2105 TOWN CENTER PLZ,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
SACRAMENTO YACHT CLUB,WEST SACRAMENTO,Yolo,,3365 CHICORY LP,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAHEJ INDIA GRILL,WEST SACRAMENTO,Yolo,,3025 W CAPITOL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAL'S TACOS,WEST SACRAMENTO,Yolo,,400 C ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SOUTH PORT LIQUOR MART,WEST SACRAMENTO,Yolo,,3360 JEFFERSON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STATE FOOD SUPERMARKET,WEST SACRAMENTO,Yolo,,940 SACRAMENTO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STREETS OF LONDON PUB,WEST SACRAMENTO,Yolo,,2200 LAKE WASHINGTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TACO TUESDAYS,WEST SACRAMENTO,Yolo,,715 HARBOR POINTE PL,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
TREEHOUSE CAFE,WEST SACRAMENTO,Yolo,,630 3RD ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
TSUKI SUSHI,WEST SACRAMENTO,Yolo,,2210 LAKE WASHINGTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VIENTIANE RESTAURANT,WEST SACRAMENTO,Yolo,,1001 JEFFERSON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
WEST SAC SPORTS BAR & GRILL,WEST SACRAMENTO,Yolo,,3340 JEFFERSON BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
YOUNGS MARKET COMPANY LLC,WEST SACRAMENTO,Yolo,,3620 INDUSTRIAL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BURGER BROS,WINTERS,Yolo,,43 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FJORD OAK WINERY,WINTERS,Yolo,,4405 PUTAH CREEK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LA MEXICANA,WINTERS,Yolo,,106 MAIN ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
OPHIOLITE CELLARS/ OPHIOLITE WINE CELLARS,WINTERS,Yolo,,29065 COUNTY ROAD 87,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PEEKABOO HILLS WINERY,WINTERS,Yolo,,304 RAILROAD AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PIZZA FACTORY,WINTERS,Yolo,,108 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PUTAH CREEK CAFE,WINTERS,Yolo,,1 MAIN ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ROUND TABLE PIZZA WINTERS,WINTERS,Yolo,,196 E GRANT AVE,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
TIENDA LIQUOR,WINTERS,Yolo,,44 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TOWN & COUNTRY MARKET,WINTERS,Yolo,,121 E GRANT AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINTERS WINE & LIQUOR,WINTERS,Yolo,,192 E GRANT AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINTERS WINE CO,WINTERS,Yolo,,22 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ALGER VINEYARDS & WINERY,WOODLAND,Yolo,,2070 E MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
APPLEBEES NEIGHBORHOOD GRILL & BAR,WOODLAND,Yolo,,1790 E MAIN ST,Bar,ABC License,CHAIN,APPLEBEE,LOW
BARAJA'S DELI AND GRILL,WOODLAND,Yolo,,825 E ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
BOBS LIQUORS WOODLAND,WOODLAND,Yolo,,632 COTTONWOOD ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BROWNS CORNER BAR & GRILL,WOODLAND,Yolo,,392 W MAIN ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
BURGER SALOON THE,WOODLAND,Yolo,,601 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CAFE COURT AT NUGGET MARKET,WOODLAND,Yolo,,157 MAIN ST A,Restaurant,ABC License,CHAIN,NUGGET MARKET,LOW
CANTINAS LOS PRIMOS TACOS Y CERVEZA,WOODLAND,Yolo,,392 W MAIN ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
CHAMOS KITCHEN,WOODLAND,Yolo,,1810 E MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CHIPOTLE MEXICAN GRILL STORE #4882,WOODLAND,Yolo,,1460 E MAIN ST,Mexican Restaurant,ABC License,CHAIN,CHIPOTLE,LOW
CORKWOOD RESTAURANT,WOODLAND,Yolo,,117 W COURT ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
CRACCHIOLOS MARKET,WOODLAND,Yolo,,1320 E MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CVS PHARMACY STORE 9180,WOODLAND,Yolo,,SEVEN W MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EL CHARRO MEXICAN RESTAURANT INC,WOODLAND,Yolo,,415 & 417 MAIN ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL PAISANO TAQUERIA & RESTAURANT,WOODLAND,Yolo,,1490 E MAIN ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL TORITO MEAT MARKET,WOODLAND,Yolo,,725 EAST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FATHER PADDY'S LOCAL IRISH PUBLIC HOUSE,WOODLAND,Yolo,,435 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FRENCHYS LIQUOR,WOODLAND,Yolo,,1435 EAST ST UNIT A,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GOLDEN DRAGON RESTAURANT,WOODLAND,Yolo,,353 W MAIN ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
GOODNIGHT CLUB  THE,WOODLAND,Yolo,,524 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HOLLYWOOD MARKET,WOODLAND,Yolo,,1321 COLLEGE ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
IGUANAS MEXICAN GRILL,WOODLAND,Yolo,,1849 E GIBSON RD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JINJU SUSHI,WOODLAND,Yolo,,467 PIONEER AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JUDYS HAMBURGER & GRINDER,WOODLAND,Yolo,,286 W MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KENNYS BAR & GRILL,WOODLAND,Yolo,,721 EAST ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
MAIN STREET MARKET,WOODLAND,Yolo,,2000 E MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOD PIZZA,WOODLAND,Yolo,,2051 BRONZE STAR DR,Food Service,ABC License,CHAIN,MOD PIZZA,LOW
MOJOS KITCHEN 428,WOODLAND,Yolo,,428-1/2-430 FIRST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN MIKE'S PIZZA,WOODLAND,Yolo,,171 W MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NEW YORK PIZZA PIE,WOODLAND,Yolo,,1495 EAST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NUGGET MARKET,WOODLAND,Yolo,,157 MAIN ST,Food Service,ABC License,CHAIN,NUGGET MARKET,LOW
OSAKA SUSHI JAPANESE RESTAURANT,WOODLAND,Yolo,,608 MAIN ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PIZZA FACTORY,WOODLAND,Yolo,,353 W MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PIZZA TWIST,WOODLAND,Yolo,,2115 BRONZE STAR DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUIK STOP MARKET 147,WOODLAND,Yolo,,1400 E MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUIK STOP MARKET 4143,WOODLAND,Yolo,,10 KENTUCKY AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RED ROBIN BURGER & SPIRITS EMPORIUMS,WOODLAND,Yolo,,2031 BRONZE STAR DR,Food Service,ABC License,CHAIN,RED ROBIN,LOW
