Business Name,City,County,Phone,Address,Business Type,Source,Chain Status,Chain Name,Priority
SUSHI MAMBO,CALISTOGA,Napa,,1631 LINCOLN AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SWANSON VINEYARDS AND WINERY,CALISTOGA,Napa,,1077 DUNAWEAL LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
T BERKLEY WINES,CALISTOGA,Napa,,4451 N ST HELENA HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
T-VINE WINERY,CALISTOGA,Napa,,810 FOOTHILL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TANK GARAGE WINERY,CALISTOGA,Napa,,1020 FOOTHILL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TEACHWORTH WINERY,CALISTOGA,Napa,,4451 N ST HELENA HWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TEDESCHI FAMILY WINERY,CALISTOGA,Napa,,2779 GRANT ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TENUTA FOPPA & AMBROSI WINES  LLC,CALISTOGA,Napa,,1380 TUCKER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TOFANELLI WINES,CALISTOGA,Napa,,1212 PINE ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TOM EDDY WINES,CALISTOGA,Napa,,3870 STATE HIGHWAY 128,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TUMULT WINES,CALISTOGA,Napa,,8300 FRANZ VALLEY SCHOOL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
UPPER VALLEY BARREL STORAGE,CALISTOGA,Napa,,3 IDA LN,Bar,ABC License,INDEPENDENT,N/A,HIGH
UPROOT WINES,CALISTOGA,Napa,,965 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VENDING MACHINE WINERY  LLC,CALISTOGA,Napa,,1471 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VICE VERSA WINES,CALISTOGA,Napa,,965 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VINCENT ARROYO WINERY  INC.,CALISTOGA,Napa,,2361 GREENWOOD AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WEPPLER VINEYARDS & TEN KEY WINES,CALISTOGA,Napa,,2970 FOOTHILL BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WINEXYZ  LLC,CALISTOGA,Napa,,1471 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ZACHERLE WINES,CALISTOGA,Napa,,1501 CEDAR ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
INTENTUS FINE WINES LLC,DEER PARK,Napa,,1120 DEER PARK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THE SLUGGER WINE COMPANY,DEER PARK,Napa,,899 SANITARIUM RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
1 800 WINE SHOP,NAPA,Napa,,2545 NAPA VALLEY CORPORATE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
7 ELEVEN STORE #2365-14129B,NAPA,Napa,,1925 SIERRA AVE,Food Service,ABC License,CHAIN,7 ELEVEN,LOW
7 ELEVEN STORE #2365-14138C,NAPA,Napa,,2906 1ST ST,Food Service,ABC License,CHAIN,7 ELEVEN,LOW
8687 FAMILY WINE COMPANY,NAPA,Napa,,1201 DARMS LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
90 PLUS WINE CLUB LLC,NAPA,Napa,,121 CANYON DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
A 1 FOOD STORE,NAPA,Napa,,75 COOMBS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
A FAUSTINI WINES,NAPA,Napa,,5055 SOLANO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ACCASBEL WINES,NAPA,Napa,,2405 LAUREL ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ACCURSO WINES LLC,NAPA,Napa,,1500 LOS CARNEROS AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ACRE WINES,NAPA,Napa,,1031 MCKINSTRY ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ADDAX WINES,NAPA,Napa,,1339 PEARL ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ADVANTAGE WINE GROUP INC,NAPA,Napa,,1218 DAFFODIL DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AESTHETIC WINES LLC,NAPA,Napa,,55 ENTERPRISE CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AFTERWORDS WINES,NAPA,Napa,,190 CAMINO ORUGA,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ALEBRIJE WINES,NAPA,Napa,,2494 TROWER AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ALPAS WINERY,NAPA,Napa,,2449 SHORELINE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ALPHA OMEGA WINERY,NAPA,Napa,,1239-1245 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ALTA WINES LLC,NAPA,Napa,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ALTAMURA WINERY,NAPA,Napa,,1667 WOODEN VALLEY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AMAMI SUSHI BISTRO,NAPA,Napa,,1300 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AMAZON RANCH WINERY,NAPA,Napa,,3738 LINDA VISTA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AMLES WINES,NAPA,Napa,,7633 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AMMONS HORN WINES,NAPA,Napa,,3010 CUTTINGS WHARF RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AMOR MATRIS WINERY,NAPA,Napa,,201 DEVLIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ANCIEN WINES,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ANDERS-LANE ARTISAN WINES,NAPA,Napa,,55 ENTERPRISE CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ANGELE RESTAURANT & BAR,NAPA,Napa,,540 MAIN ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
ANGRY KIWI WINES CORPORATION,NAPA,Napa,,1002 B TAMARISK DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ANTHEM WINERY & VINEYARDS  LLC,NAPA,Napa,,5055 SOLANO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ANTHEM WINERY & VINEYARDS LLC,NAPA,Napa,,3123 DRY CREEK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AONAIR WINE,NAPA,Napa,,201 DEVLIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
APOSTLE WINE CO.,NAPA,Napa,,4420 DUMAS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
APPLEBEES NEIGHBORHOOD GRILL & BAR,NAPA,Napa,,195 SOSCOL AVE,Bar,ABC License,CHAIN,APPLEBEE,LOW
ARATAS WINE,NAPA,Napa,,1221 DUHIG RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ARBARETUM AT NAPA VALLEY DISTILLERY THE,NAPA,Napa,,1149 1ST ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
ARCHIVAL WINE,NAPA,Napa,,3331 KENSINGTON CIR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ARDORE WINE,NAPA,Napa,,2232 BIG RANCH RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ART + FARM WINE,NAPA,Napa,,2185 SILVERADO TRAIL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ARTESA VINEYARDS & WINERY,NAPA,Napa,,1345 HENRY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ARTESA WINERY,NAPA,Napa,,1345 HENRY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ARTISAN WINES LLC,NAPA,Napa,,849 JACKSON ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ASHES & DIAMONDS WINERY,NAPA,Napa,,4130 HOWARD LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ATLAS PEAK WINE LAB,NAPA,Napa,,2431 ATLAS PEAK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ATLAS WINE COMPANY,NAPA,Napa,,841 LATOUR CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AVA WINES  LLC,NAPA,Napa,,109 VALLEY CLUB CIR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AVINODOS WINES,NAPA,Napa,,901 ENTERPRISE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AXIOS WINES,NAPA,Napa,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AXIOS WINES INC,NAPA,Napa,,221 DEVLIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AZTECA MARKET & TAQUERIA NAPA VALLEY INC,NAPA,Napa,,2995 JEFFERSON ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
AZUR WINES,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
B TRUE WINES,NAPA,Napa,,5215 SOLANO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BACK ROOM WINES,NAPA,Napa,,1546 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BACKSTAGE WINERY,NAPA,Napa,,4162 BIG RANCH RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BAD HABITS WINES,NAPA,Napa,,3584 NORFOLK ST,Food Service,ABC License,CHAIN,HABIT,LOW
BAR LUCIA,NAPA,Napa,,610 1ST ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
BARBOUR VINEYARD WINES,NAPA,Napa,,104 CAMINO DORADO,Bar,ABC License,INDEPENDENT,N/A,HIGH
BARNHOUSE NAPA BREWS,NAPA,Napa,,1004 CLINTON ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,,33 HARLOW CT,Bar,ABC License,INDEPENDENT,N/A,HIGH
BAY WINE GROUP,NAPA,Napa,,55 ENTERPRISE CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BELONG WINE CO,NAPA,Napa,,101 S COOMBS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BELONG WINE CO.,NAPA,Napa,,394 & 396 DEVLIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BENCHMARK WINE GROUP,NAPA,Napa,,445 DEVLIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BENCHMARK WINE GROUP  INC,NAPA,Napa,,1568 AIRPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BIAGI FAMILY WINES,NAPA,Napa,,787 AIRPARK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BLACK STALLION WINERY,NAPA,Napa,,4089 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BLUE FROG WINERY,NAPA,Napa,,901 ENTERPRISE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BOUNTY HUNTER RARE WINE & SPIRITS,NAPA,Napa,,975 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BOWKER FAMILY WINE COMPANY LLC,NAPA,Napa,,1507 BANKS AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BRIAN EDWARD WINES,NAPA,Napa,,264 SILVERADO SPRINGS DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BRIAN EDWARD WINES  LLC,NAPA,Napa,,303 DEER HOLLOW DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BRILLIANT MISTAKE WINES,NAPA,Napa,,620 TRANCAS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BRONCO WINE COMPANY,NAPA,Napa,,33 HARLOW CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BROOKMAN WINE CO,NAPA,Napa,,7850 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BROWNS VALLEY MARKET INC,NAPA,Napa,,3263 BROWNS VALLEY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BUCKINGHAM WINES LLC,NAPA,Napa,,15 CHATEAU LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BUNTER SPRING WINERY,NAPA,Napa,,1062 1ST AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BUONCRISTIANI WINE CO LLC,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,,708 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BUONCRISTIANI WINES,NAPA,Napa,,2275 SODA CANYON RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BUSELLI FAMILY WINES,NAPA,Napa,,7764 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BYRON KOSUGE WINES,NAPA,Napa,,1763 SYCAMORE ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CA' MOMI; CA' MOMI WINERY,NAPA,Napa,,2125 CUTTINGS WHARF RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CADET WINE & BEER BAR,NAPA,Napa,,928 - 932 FRANKLIN ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
CADLE FAMILY WINES,NAPA,Napa,,1201 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CALMERE ESTATE WINERY,NAPA,Napa,,2750 LAS AMIGAS RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CANNATELLI WINES,NAPA,Napa,,5055 SOLANO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CARNEROS WINE COMPANY,NAPA,Napa,,1134 DEALY LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CASPAR WINE,NAPA,Napa,,190 CAMINO ORUGA,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CASTLE BRIDGE WINES,NAPA,Napa,,45 ENTERPRISE CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CATERWAUL WINES,NAPA,Napa,,144 GATEWAY RD E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CHAIX WINES,NAPA,Napa,,1204 MANLEY LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CHARDONNAY GOLF CLUB,NAPA,Napa,,2555 JAMESON CANYON RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CHETUPHON,NAPA,Napa,,155 GASSER DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CHIMNEY ROCK WINERY,NAPA,Napa,,5350 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CHIPOTLE MEXICAN GRILL #1527,NAPA,Napa,,1715 TRANCAS ST,Mexican Restaurant,ABC License,CHAIN,CHIPOTLE,LOW
CHIPOTLE MEXICAN GRILL STORE #2415,NAPA,Napa,,304 SOSCOL AVE STE F,Mexican Restaurant,ABC License,CHAIN,CHIPOTLE,LOW
CLIF FAMILY WINERY,NAPA,Napa,,4326 BIG RANCH RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CLIF FAMILY WINERY AND FARM  LLC,NAPA,Napa,,40 HARLOW CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COCKERELL FAMILY WINE ESTATES,NAPA,Napa,,1721 PARTRICK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COHO WINES,NAPA,Napa,,1470 SPROUL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COLLEGIATE WINES,NAPA,Napa,,962 KAISER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COMPLINE WINE SHOP,NAPA,Napa,,1300 FIRST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CONNOISSEUR WINE AND SPIRITS CALIFORNIA,NAPA,Napa,,1907 N KELLY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CONSECRATION WINE LLC,NAPA,Napa,,849 JACKSON ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COQUEREL FAMILY WINE ESTATES,NAPA,Napa,,2865 HILL TOP DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CORRELATION WINES,NAPA,Napa,,708 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COST PLUS WORLD MARKET,NAPA,Napa,,3934 BEL AIRE PLZ,Food Service,ABC License,CHAIN,COST PLUS,LOW
COVALENCE WINE,NAPA,Napa,,831 LATOUR CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
COVENANT WINES,NAPA,Napa,,2511 NAPA VALLEY CORPORATE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CPX WINES,NAPA,Napa,,1509 BANKS AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CRISTIE KERR WINES,NAPA,Napa,,1463 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CUMMINGS FAMILY WINES,NAPA,Napa,,918 ENTERPRISE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CUVAISON WINERY,NAPA,Napa,,1221 DUHIG RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CVS PHARMACY STORE 1804,NAPA,Napa,,675 TRANCAS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CVS PHARMACY STORE 9214,NAPA,Napa,,1558 TRANCAS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DA VE WINERY,NAPA,Napa,,2515 NAPA VALLEY CORPORATE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DALECIO FAMILY WINES  LLC,NAPA,Napa,,905 JEFFERSON ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DARIOUSH WINERY,NAPA,Napa,,4240 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DAVIN WINES,NAPA,Napa,,1997 MOLINA ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DE RE WINES L.L.C.,NAPA,Napa,,1177 EGGLESTON ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DEAN & DELUCA MARKETS LLC,NAPA,Napa,,68 COOMBS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DEARDEN WINES,NAPA,Napa,,2258 LAS AMIGAS RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DELGADILLO WINE COMPANY,NAPA,Napa,,2812 SACRAMENTO ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DESTINY FAMILY WINES,NAPA,Napa,,3295 VICHY AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DEUCES MARKET,NAPA,Napa,,1300 1STST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DJK WINE,NAPA,Napa,,4266 E 3RD AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DOI DA WINES,NAPA,Napa,,1373 SODA CANYON RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DON PERICO RESTAURANT,NAPA,Napa,,1300 1ST ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
DRM WINERY,NAPA,Napa,,1758 INDUSTRIAL WY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DRY FARM WINES,NAPA,Napa,,3222 CALIFORNIA BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DVNO WINE,NAPA,Napa,,1907 N KELLY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EAGLE VINES GOLF CLUB,NAPA,Napa,,580 S KELLY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ECONOMY FOOD MARKET,NAPA,Napa,,1100 IMOLA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EDGE WINES,NAPA,Napa,,4500 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EHRLICH WINE VENTURES  LLC,NAPA,Napa,,7765 MONEY RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EIKOS RESTAURANT,NAPA,Napa,,1385 NAPA TOWN CTR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL GUADALAJARA RESTAURANT,NAPA,Napa,,1520 SILVERADO TRL,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ELEVEN ELEVEN WINES,NAPA,Napa,,620 TRANCAS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ELLMAN FAMILY WINERY,NAPA,Napa,,1022 SODA CANYON RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ELYSE WINERY,NAPA,Napa,,2100 HOFFMAN LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EMMAUS  EMMAUS WINE  EMMAUS WINES,NAPA,Napa,,271 MONTE VISTA DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EMPATHY WINES,NAPA,Napa,,110-122 CAMINO ORUGA,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ENTERPRISE WINE COMPANY,NAPA,Napa,,910 ENTERPRISE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EP WINE,NAPA,Napa,,270 KREUZER LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ETUDE WINES,NAPA,Napa,,1250 CUTTINGS WHARF RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ETXEA WINES,NAPA,Napa,,1049 LA GRANDE AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EUCLID WINES,NAPA,Napa,,4217 GRAPE VINE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EXCALIBUR WINE COMPANY,NAPA,Napa,,5230 COUNTRY LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAIRVIEW MARKET,NAPA,Napa,,1017 COOMBSVILLE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FALCOR WINE CELLARS,NAPA,Napa,,2785 NAPA VALLEY CORPORATE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAR MOUNTAIN WINERY,NAPA,Napa,,1500 LOS CARNEROS AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FARELLA PARK VINEYARDS/FARELLA WINERY/FARELLA ESTA,NAPA,Napa,,2222 N 3RD AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FARM COLLECTIVE WINERY,NAPA,Napa,,394 & 396 DEVLIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FATHIA WINES,NAPA,Napa,,39 EDGEFIELD CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAVIA WINES,NAPA,Napa,,620 TRANCAS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAYARD WINEMAKING,NAPA,Napa,,190 CAMINO ORUGA,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAYARD WINES,NAPA,Napa,,1245 MAIN ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAZERRATI'S PIZZA,NAPA,Napa,,1517 W IMOLA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FE WINES,NAPA,Napa,,831 LATOUR CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FESS PARKER WINERY,NAPA,Napa,,1227 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FILIPPIS PIZZA GROTTO,NAPA,Napa,,645 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FINE DISREGARD WINE COMPANY,NAPA,Napa,,41 LINNELL AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FIRST & FRANKLIN MARKETPLACE,NAPA,Napa,,1331 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOG MONSTER WINES,NAPA,Napa,,1827 CLAY ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOLEY FAMILY WINES,NAPA,Napa,,770 AIRPARK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOLIO FINE WINE PARTNERS,NAPA,Napa,,550 GATEWAY DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOLIO WINE COMPANY,NAPA,Napa,,550 GATEWAY DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOLIO WINE PARTNERS,NAPA,Napa,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FONTANELLA FAMILY WINERY,NAPA,Napa,,1721 PARTRICK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOOD CITY MARKET,NAPA,Napa,,1807 OLD SONOMA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FORGE PIZZA NAPA,NAPA,Napa,,155 GASSER DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FORGOTTEN UNION WINES,NAPA,Napa,,2287 KATHLEEN DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FORTHRIGHT WINERY,NAPA,Napa,,144 GATEWAY RD E,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FORTUNATI WINERY,NAPA,Napa,,980 SALVADOR AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOUR DOORS WINE,NAPA,Napa,,5584 SILVERADO TRL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FREE FLOW WINES,NAPA,Napa,,2557 NAPA VALLEY CORPORATE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FREEDOM ESTATE WINE,NAPA,Napa,,707 MONTECITO BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FRIDAS MEXICAN GRILL,NAPA,Napa,,1533 TRANCAS ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
FUENTES WINE COMPANY,NAPA,Napa,,400 UNDERHILL DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FULCRUM WINES,NAPA,Napa,,110-122 CAMINO ORUGA,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FUME BISTRO & BAR,NAPA,Napa,,4050 BYWAY E,Bar,ABC License,INDEPENDENT,N/A,HIGH
G & G PRIVATE RESERVE WINES,NAPA,Napa,,1341 ORCHARD AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GADERIAN WINES,NAPA,Napa,,1041 LAUREL ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GALLEGOS WINES/GALLEGOS FAMILY WINES/GALLEGOS FAMI,NAPA,Napa,,3628 SHELTER CREEK DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GALLICA WINE,NAPA,Napa,,5215 SOLANO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GEN 7 WINES,NAPA,Napa,,850 BORDEAUX WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GENOVA DELICATESSEN,NAPA,Napa,,1550 TRANCAS ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GENTLEMAN FARMER WINES,NAPA,Napa,,1564 1ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GESTALT WINE COMPANY,NAPA,Napa,,707 TECHNOLOGY WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GHOST OF AUTUMN WINE,NAPA,Napa,,2260 FIRST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GINA SCHOBER WINE MARKETING LLC,NAPA,Napa,,2127 EVA ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GLASSMEN  LISH WINES,NAPA,Napa,,703 OAKVILLE CROSS RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GLASSMEN WINES  LISH WINES,NAPA,Napa,,1640 SAN VICENTE AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
